county,candidate,precinct,votes,office,party,district
Lane,Ellen Rosenblum,0762 762,181,Attorney General,D,
Lane,Ellen Rosenblum,0764 764,141,Attorney General,D,
Lane,Ellen Rosenblum,0766 766,46,Attorney General,D,
Lane,Ellen Rosenblum,1121,34,Attorney General,D,
Lane,Ellen Rosenblum,1123,212,Attorney General,D,
Lane,Ellen Rosenblum,1125,404,Attorney General,D,
Lane,Ellen Rosenblum,1127,546,Attorney General,D,
Lane,Ellen Rosenblum,1129,529,Attorney General,D,
Lane,Ellen Rosenblum,1231,561,Attorney General,D,
Lane,Ellen Rosenblum,1233,605,Attorney General,D,
Lane,Ellen Rosenblum,1235,689,Attorney General,D,
Lane,Ellen Rosenblum,1237,538,Attorney General,D,
Lane,Ellen Rosenblum,1341,18,Attorney General,D,
Lane,Ellen Rosenblum,1343,62,Attorney General,D,
Lane,Ellen Rosenblum,1345,484,Attorney General,D,
Lane,Ellen Rosenblum,1347,396,Attorney General,D,
Lane,Ellen Rosenblum,1349,31,Attorney General,D,
Lane,Ellen Rosenblum,1451,362,Attorney General,D,
Lane,Ellen Rosenblum,1453,257,Attorney General,D,
Lane,Ellen Rosenblum,1455,119,Attorney General,D,
Lane,Ellen Rosenblum,1457,285,Attorney General,D,
Lane,Ellen Rosenblum,1561,325,Attorney General,D,
Lane,Ellen Rosenblum,1563,280,Attorney General,D,
Lane,Ellen Rosenblum,1565,172,Attorney General,D,
Lane,Ellen Rosenblum,1567,138,Attorney General,D,
Lane,Ellen Rosenblum,1569,117,Attorney General,D,
Lane,Ellen Rosenblum,1671,116,Attorney General,D,
Lane,Ellen Rosenblum,1673,299,Attorney General,D,
Lane,Ellen Rosenblum,1675,293,Attorney General,D,
Lane,Ellen Rosenblum,1677,154,Attorney General,D,
Lane,Ellen Rosenblum,1781,154,Attorney General,D,
Lane,Ellen Rosenblum,1783,330,Attorney General,D,
Lane,Ellen Rosenblum,1785,231,Attorney General,D,
Lane,Ellen Rosenblum,1787,273,Attorney General,D,
Lane,Ellen Rosenblum,1891,172,Attorney General,D,
Lane,Ellen Rosenblum,1893,75,Attorney General,D,
Lane,Ellen Rosenblum,1895,89,Attorney General,D,
Lane,Ellen Rosenblum,1897,365,Attorney General,D,
Lane,Ellen Rosenblum,1899,376,Attorney General,D,
Lane,Ellen Rosenblum,2122,364,Attorney General,D,
Lane,Ellen Rosenblum,2234,150,Attorney General,D,
Lane,Ellen Rosenblum,2236,287,Attorney General,D,
Lane,Ellen Rosenblum,2238,25,Attorney General,D,
Lane,Ellen Rosenblum,2340,86,Attorney General,D,
Lane,Ellen Rosenblum,2342,215,Attorney General,D,
Lane,Ellen Rosenblum,2344,6,Attorney General,D,
Lane,Ellen Rosenblum,2456,249,Attorney General,D,
Lane,Ellen Rosenblum,2562,73,Attorney General,D,
Lane,Ellen Rosenblum,2564,219,Attorney General,D,
Lane,Ellen Rosenblum,2676,250,Attorney General,D,
Lane,Ellen Rosenblum,2678,112,Attorney General,D,
Lane,Ellen Rosenblum,4200,60,Attorney General,D,
Lane,Ellen Rosenblum,4301,176,Attorney General,D,
Lane,Ellen Rosenblum,4302,179,Attorney General,D,
Lane,Ellen Rosenblum,4400,155,Attorney General,D,
Lane,Ellen Rosenblum,4500,103,Attorney General,D,
Lane,Ellen Rosenblum,4601,278,Attorney General,D,
Lane,Ellen Rosenblum,4602,298,Attorney General,D,
Lane,Ellen Rosenblum,4700,180,Attorney General,D,
Lane,Ellen Rosenblum,4800,141,Attorney General,D,
Lane,Ellen Rosenblum,4900,158,Attorney General,D,
Lane,Misc.,0702 702,1,Attorney General,D,
Lane,Misc.,0704 704,1,Attorney General,D,
Lane,Misc.,0706 706,0,Attorney General,D,
Lane,Misc.,0708 708,1,Attorney General,D,
Lane,Misc.,0710 710,1,Attorney General,D,
Lane,Misc.,0712 712,1,Attorney General,D,
Lane,Misc.,0714 714,2,Attorney General,D,
Lane,Misc.,0716 716,0,Attorney General,D,
Lane,Misc.,0718 718,1,Attorney General,D,
Lane,Misc.,0720 720,1,Attorney General,D,
Lane,Misc.,0722 722,0,Attorney General,D,
Lane,Misc.,0724 724,0,Attorney General,D,
Lane,Misc.,0726 726,1,Attorney General,D,
Lane,Misc.,0728 728,0,Attorney General,D,
Lane,Misc.,0730 730,3,Attorney General,D,
Lane,Misc.,0732 732,0,Attorney General,D,
Lane,Misc.,0734 734,0,Attorney General,D,
Lane,Misc.,0736 736,0,Attorney General,D,
Lane,Misc.,0738 738,0,Attorney General,D,
Lane,Misc.,0740 740,0,Attorney General,D,
Lane,Misc.,0742 742,0,Attorney General,D,
Lane,Misc.,0744 744,0,Attorney General,D,
Lane,Misc.,0746 746,1,Attorney General,D,
Lane,Misc.,0748 748,0,Attorney General,D,
Lane,Misc.,0750 750,0,Attorney General,D,
Lane,Misc.,0752 752,2,Attorney General,D,
Lane,Misc.,0754 754,0,Attorney General,D,
Lane,Misc.,0756 756,2,Attorney General,D,
Lane,Misc.,0758 758,0,Attorney General,D,
Lane,Misc.,0760 760,0,Attorney General,D,
Lane,Misc.,0762 762,1,Attorney General,D,
Lane,Misc.,0764 764,0,Attorney General,D,
Lane,Misc.,0766 766,1,Attorney General,D,
Lane,Misc.,1121,2,Attorney General,D,
Lane,Misc.,1123,1,Attorney General,D,
Lane,Misc.,1125,2,Attorney General,D,
Lane,Misc.,1127,1,Attorney General,D,
Lane,Misc.,1129,0,Attorney General,D,
Lane,Misc.,1231,3,Attorney General,D,
Lane,Misc.,1233,1,Attorney General,D,
Lane,Misc.,1235,0,Attorney General,D,
Lane,Misc.,1237,1,Attorney General,D,
Lane,Misc.,1341,0,Attorney General,D,
Lane,Misc.,1343,0,Attorney General,D,
Lane,Misc.,1345,0,Attorney General,D,
Lane,Misc.,1347,3,Attorney General,D,
Lane,Misc.,1349,0,Attorney General,D,
Lane,Misc.,1451,0,Attorney General,D,
Lane,Misc.,1453,1,Attorney General,D,
Lane,Misc.,1455,0,Attorney General,D,
Lane,Misc.,1457,0,Attorney General,D,
Lane,Misc.,1561,1,Attorney General,D,
Lane,Misc.,1563,0,Attorney General,D,
Lane,Misc.,1565,0,Attorney General,D,
Lane,Misc.,1567,0,Attorney General,D,
Lane,Misc.,1569,0,Attorney General,D,
Lane,Misc.,1671,0,Attorney General,D,
Lane,Misc.,1673,3,Attorney General,D,
Lane,Misc.,1675,1,Attorney General,D,
Lane,Misc.,1677,0,Attorney General,D,
Lane,Misc.,1781,0,Attorney General,D,
Lane,Misc.,1783,1,Attorney General,D,
Lane,Misc.,1785,0,Attorney General,D,
Lane,Misc.,1787,1,Attorney General,D,
Lane,Misc.,1891,2,Attorney General,D,
Lane,Misc.,1893,0,Attorney General,D,
Lane,Misc.,1895,0,Attorney General,D,
Lane,Misc.,1897,0,Attorney General,D,
Lane,Misc.,1899,0,Attorney General,D,
Lane,Misc.,2122,1,Attorney General,D,
Lane,Misc.,2234,1,Attorney General,D,
Lane,Misc.,2236,0,Attorney General,D,
Lane,Misc.,2238,0,Attorney General,D,
Lane,Misc.,2340,0,Attorney General,D,
Lane,Misc.,2342,2,Attorney General,D,
Lane,Misc.,2344,0,Attorney General,D,
Lane,Misc.,2456,0,Attorney General,D,
Lane,Misc.,2562,0,Attorney General,D,
Lane,Misc.,2564,0,Attorney General,D,
Lane,Misc.,2676,1,Attorney General,D,
Lane,Misc.,2678,1,Attorney General,D,
Lane,Misc.,4200,0,Attorney General,D,
Lane,Misc.,4301,1,Attorney General,D,
Lane,Misc.,4302,2,Attorney General,D,
Lane,Misc.,4400,0,Attorney General,D,
Lane,Misc.,4500,3,Attorney General,D,
Lane,Misc.,4601,0,Attorney General,D,
Lane,Misc.,4602,1,Attorney General,D,
Lane,Misc.,4700,1,Attorney General,D,
Lane,Misc.,4800,0,Attorney General,D,
Lane,Misc.,4900,0,Attorney General,D,
Lane,Over Votes,0702 702,0,Attorney General,D,
Lane,Over Votes,0704 704,0,Attorney General,D,
Lane,Over Votes,0706 706,0,Attorney General,D,
Lane,Over Votes,0708 708,0,Attorney General,D,
Lane,Over Votes,0710 710,0,Attorney General,D,
Lane,Over Votes,0712 712,0,Attorney General,D,
Lane,Over Votes,0714 714,0,Attorney General,D,
Lane,Over Votes,0716 716,0,Attorney General,D,
Lane,Over Votes,0718 718,0,Attorney General,D,
Lane,Over Votes,0720 720,0,Attorney General,D,
Lane,Over Votes,0722 722,0,Attorney General,D,
Lane,Over Votes,0724 724,0,Attorney General,D,
Lane,Over Votes,0726 726,0,Attorney General,D,
Lane,Over Votes,0728 728,0,Attorney General,D,
Lane,Over Votes,0730 730,1,Attorney General,D,
Lane,Over Votes,0732 732,0,Attorney General,D,
Lane,Over Votes,0734 734,0,Attorney General,D,
Lane,Over Votes,0736 736,0,Attorney General,D,
Lane,Over Votes,0738 738,0,Attorney General,D,
Lane,Over Votes,0740 740,0,Attorney General,D,
Lane,Over Votes,0742 742,0,Attorney General,D,
Lane,Over Votes,0744 744,0,Attorney General,D,
Lane,Over Votes,0746 746,0,Attorney General,D,
Lane,Over Votes,0748 748,0,Attorney General,D,
Lane,Over Votes,0750 750,0,Attorney General,D,
Lane,Over Votes,0752 752,0,Attorney General,D,
Lane,Over Votes,0754 754,0,Attorney General,D,
Lane,Over Votes,0756 756,0,Attorney General,D,
Lane,Over Votes,0758 758,0,Attorney General,D,
Lane,Over Votes,0760 760,1,Attorney General,D,
Lane,Over Votes,0762 762,0,Attorney General,D,
Lane,Over Votes,0764 764,0,Attorney General,D,
Lane,Over Votes,0766 766,0,Attorney General,D,
Lane,Over Votes,1121,0,Attorney General,D,
Lane,Over Votes,1123,0,Attorney General,D,
Lane,Over Votes,1125,0,Attorney General,D,
Lane,Over Votes,1127,0,Attorney General,D,
Lane,Over Votes,1129,0,Attorney General,D,
Lane,Over Votes,1231,0,Attorney General,D,
Lane,Over Votes,1233,0,Attorney General,D,
Lane,Over Votes,1235,1,Attorney General,D,
Lane,Over Votes,1237,1,Attorney General,D,
Lane,Over Votes,1341,0,Attorney General,D,
Lane,Over Votes,1343,0,Attorney General,D,
Lane,Over Votes,1345,0,Attorney General,D,
Lane,Over Votes,1347,0,Attorney General,D,
Lane,Over Votes,1349,0,Attorney General,D,
Lane,Over Votes,1451,0,Attorney General,D,
Lane,Over Votes,1453,0,Attorney General,D,
Lane,Over Votes,1455,0,Attorney General,D,
Lane,Over Votes,1457,0,Attorney General,D,
Lane,Over Votes,1561,0,Attorney General,D,
Lane,Over Votes,1563,0,Attorney General,D,
Lane,Over Votes,1565,0,Attorney General,D,
Lane,Over Votes,1567,0,Attorney General,D,
Lane,Over Votes,1569,0,Attorney General,D,
Lane,Over Votes,1671,0,Attorney General,D,
Lane,Over Votes,1673,0,Attorney General,D,
Lane,Over Votes,1675,0,Attorney General,D,
Lane,Over Votes,1677,0,Attorney General,D,
Lane,Over Votes,1781,0,Attorney General,D,
Lane,Over Votes,1783,0,Attorney General,D,
Lane,Over Votes,1785,0,Attorney General,D,
Lane,Over Votes,1787,0,Attorney General,D,
Lane,Over Votes,1891,0,Attorney General,D,
Lane,Over Votes,1893,0,Attorney General,D,
Lane,Over Votes,1895,0,Attorney General,D,
Lane,Over Votes,1897,0,Attorney General,D,
Lane,Over Votes,1899,0,Attorney General,D,
Lane,Over Votes,2122,0,Attorney General,D,
Lane,Over Votes,2234,0,Attorney General,D,
Lane,Over Votes,2236,0,Attorney General,D,
Lane,Over Votes,2238,0,Attorney General,D,
Lane,Over Votes,2340,0,Attorney General,D,
Lane,Over Votes,2342,0,Attorney General,D,
Lane,Over Votes,2344,0,Attorney General,D,
Lane,Over Votes,2456,0,Attorney General,D,
Lane,Over Votes,2562,0,Attorney General,D,
Lane,Over Votes,2564,0,Attorney General,D,
Lane,Over Votes,2676,0,Attorney General,D,
Lane,Over Votes,2678,0,Attorney General,D,
Lane,Over Votes,4200,0,Attorney General,D,
Lane,Over Votes,4301,0,Attorney General,D,
Lane,Over Votes,4302,0,Attorney General,D,
Lane,Over Votes,4400,0,Attorney General,D,
Lane,Over Votes,4500,0,Attorney General,D,
Lane,Over Votes,4601,0,Attorney General,D,
Lane,Over Votes,4602,0,Attorney General,D,
Lane,Over Votes,4700,0,Attorney General,D,
Lane,Over Votes,4800,0,Attorney General,D,
Lane,Over Votes,4900,0,Attorney General,D,
Lane,Under Votes,0702 702,106,Attorney General,D,
Lane,Under Votes,0704 704,41,Attorney General,D,
Lane,Under Votes,0706 706,38,Attorney General,D,
Lane,Under Votes,0708 708,93,Attorney General,D,
Lane,Under Votes,0710 710,32,Attorney General,D,
Lane,Under Votes,0712 712,73,Attorney General,D,
Lane,Under Votes,0714 714,57,Attorney General,D,
Lane,Under Votes,0716 716,36,Attorney General,D,
Lane,Under Votes,0718 718,45,Attorney General,D,
Lane,Under Votes,0720 720,65,Attorney General,D,
Lane,Under Votes,0722 722,15,Attorney General,D,
Lane,Under Votes,0724 724,8,Attorney General,D,
Lane,Under Votes,0726 726,108,Attorney General,D,
Lane,Under Votes,0728 728,47,Attorney General,D,
Lane,Under Votes,0730 730,181,Attorney General,D,
Lane,Under Votes,0732 732,50,Attorney General,D,
Lane,Under Votes,0734 734,17,Attorney General,D,
Lane,Under Votes,0736 736,24,Attorney General,D,
Lane,Under Votes,0738 738,82,Attorney General,D,
Lane,Under Votes,0740 740,4,Attorney General,D,
Lane,Under Votes,0742 742,28,Attorney General,D,
Lane,Under Votes,0744 744,26,Attorney General,D,
Lane,Under Votes,0746 746,73,Attorney General,D,
Lane,Under Votes,0748 748,105,Attorney General,D,
Lane,Under Votes,0750 750,19,Attorney General,D,
Lane,Under Votes,0752 752,43,Attorney General,D,
Lane,Under Votes,0754 754,28,Attorney General,D,
Lane,Under Votes,0756 756,88,Attorney General,D,
Lane,Under Votes,0758 758,72,Attorney General,D,
Lane,Under Votes,0760 760,75,Attorney General,D,
Lane,Under Votes,0762 762,38,Attorney General,D,
Lane,Under Votes,0764 764,30,Attorney General,D,
Lane,Under Votes,0766 766,17,Attorney General,D,
Lane,Under Votes,1121,5,Attorney General,D,
Lane,Under Votes,1123,48,Attorney General,D,
Lane,Under Votes,1125,126,Attorney General,D,
Lane,Under Votes,1127,173,Attorney General,D,
Lane,Under Votes,1129,151,Attorney General,D,
Lane,Under Votes,1231,164,Attorney General,D,
Lane,Under Votes,1233,183,Attorney General,D,
Lane,Under Votes,1235,206,Attorney General,D,
Lane,Under Votes,1237,172,Attorney General,D,
Lane,Under Votes,1341,2,Attorney General,D,
Lane,Under Votes,1343,20,Attorney General,D,
Lane,Under Votes,1345,193,Attorney General,D,
Lane,Under Votes,1347,99,Attorney General,D,
Lane,Under Votes,1349,8,Attorney General,D,
Lane,Under Votes,1451,107,Attorney General,D,
Lane,Under Votes,1453,81,Attorney General,D,
Lane,Under Votes,1455,30,Attorney General,D,
Lane,Under Votes,1457,104,Attorney General,D,
Lane,Under Votes,1561,102,Attorney General,D,
Lane,Under Votes,1563,102,Attorney General,D,
Lane,Under Votes,1565,53,Attorney General,D,
Lane,Under Votes,1567,37,Attorney General,D,
Lane,Under Votes,1569,49,Attorney General,D,
Lane,Under Votes,1671,38,Attorney General,D,
Lane,Under Votes,1673,73,Attorney General,D,
Lane,Under Votes,1675,57,Attorney General,D,
Lane,Under Votes,1677,38,Attorney General,D,
Lane,Under Votes,1781,54,Attorney General,D,
Lane,Under Votes,1783,96,Attorney General,D,
Lane,Under Votes,1785,62,Attorney General,D,
Lane,Under Votes,1787,86,Attorney General,D,
Lane,Under Votes,1891,47,Attorney General,D,
Lane,Under Votes,1893,27,Attorney General,D,
Lane,Under Votes,1895,16,Attorney General,D,
Lane,Under Votes,1897,95,Attorney General,D,
Lane,Under Votes,1899,107,Attorney General,D,
Lane,Under Votes,2122,110,Attorney General,D,
Lane,Under Votes,2234,30,Attorney General,D,
Lane,Under Votes,2236,72,Attorney General,D,
Lane,Under Votes,2238,3,Attorney General,D,
Lane,Under Votes,2340,20,Attorney General,D,
Lane,Under Votes,2342,58,Attorney General,D,
Lane,Under Votes,2344,1,Attorney General,D,
Lane,Under Votes,2456,61,Attorney General,D,
Lane,Under Votes,2562,18,Attorney General,D,
Lane,Under Votes,2564,39,Attorney General,D,
Lane,Under Votes,2676,75,Attorney General,D,
Lane,Under Votes,2678,30,Attorney General,D,
Lane,Under Votes,4200,18,Attorney General,D,
Lane,Under Votes,4301,46,Attorney General,D,
Lane,Under Votes,4302,38,Attorney General,D,
Lane,Under Votes,4400,50,Attorney General,D,
Lane,Under Votes,4500,33,Attorney General,D,
Lane,Under Votes,4601,84,Attorney General,D,
Lane,Under Votes,4602,80,Attorney General,D,
Lane,Under Votes,4700,84,Attorney General,D,
Lane,Under Votes,4800,36,Attorney General,D,
Lane,Under Votes,4900,36,Attorney General,D,
Lane,Arnie Roblan,0702 702,599,State Senate,D,5
Lane,Arnie Roblan,0704 704,127,State Senate,D,5
Lane,Arnie Roblan,0706 706,113,State Senate,D,5
Lane,Arnie Roblan,4500,176,State Senate,D,5
Lane,Arnie Roblan,4601,397,State Senate,D,5
Lane,Arnie Roblan,4602,441,State Senate,D,5
Lane,Misc.,0702 702,6,State Senate,D,5
Lane,Misc.,0704 704,1,State Senate,D,5
Lane,Misc.,0706 706,1,State Senate,D,5
Lane,Misc.,4500,6,State Senate,D,5
Lane,Misc.,4601,4,State Senate,D,5
Lane,Misc.,4602,4,State Senate,D,5
Lane,Over Votes,0702 702,0,State Senate,D,5
Lane,Over Votes,0704 704,0,State Senate,D,5
Lane,Over Votes,0706 706,0,State Senate,D,5
Lane,Over Votes,4500,0,State Senate,D,5
Lane,Over Votes,4601,0,State Senate,D,5
Lane,Over Votes,4602,0,State Senate,D,5
Lane,Under Votes,0702 702,193,State Senate,D,5
Lane,Under Votes,0704 704,88,State Senate,D,5
Lane,Under Votes,0706 706,114,State Senate,D,5
Lane,Under Votes,4500,42,State Senate,D,5
Lane,Under Votes,4601,134,State Senate,D,5
Lane,Under Votes,4602,124,State Senate,D,5
Lane,Fergus Mclean,0746 746,304,State House,D,7
Lane,Fergus Mclean,0750 750,71,State House,D,7
Lane,Fergus Mclean,0752 752,134,State House,D,7
Lane,Fergus Mclean,0760 760,197,State House,D,7
Lane,Fergus Mclean,0762 762,174,State House,D,7
Lane,Fergus Mclean,0764 764,139,State House,D,7
Lane,Fergus Mclean,0766 766,63,State House,D,7
Lane,Fergus Mclean,4301,209,State House,D,7
Lane,Fergus Mclean,4302,190,State House,D,7
Lane,Fergus Mclean,4800,184,State House,D,7
Lane,Misc.,0746 746,5,State House,D,7
Lane,Misc.,0750 750,0,State House,D,7
Lane,Misc.,0752 752,4,State House,D,7
Lane,Misc.,0760 760,5,State House,D,7
Lane,Misc.,0762 762,3,State House,D,7
Lane,Misc.,0764 764,1,State House,D,7
Lane,Misc.,0766 766,2,State House,D,7
Lane,Misc.,4301,0,State House,D,7
Lane,Misc.,4302,3,State House,D,7
Lane,Misc.,4800,3,State House,D,7
Lane,Over Votes,0746 746,0,State House,D,7
Lane,Over Votes,0750 750,0,State House,D,7
Lane,Over Votes,0752 752,0,State House,D,7
Lane,Over Votes,0760 760,0,State House,D,7
Lane,Over Votes,0762 762,0,State House,D,7
Lane,Over Votes,0764 764,0,State House,D,7
Lane,Over Votes,0766 766,0,State House,D,7
Lane,Over Votes,4301,0,State House,D,7
Lane,Over Votes,4302,0,State House,D,7
Lane,Over Votes,4800,0,State House,D,7
Lane,Under Votes,0746 746,273,State House,D,7
Lane,Under Votes,0750 750,63,State House,D,7
Lane,Under Votes,0752 752,148,State House,D,7
Lane,Under Votes,0760 760,193,State House,D,7
Lane,Under Votes,0762 762,135,State House,D,7
Lane,Under Votes,0764 764,99,State House,D,7
Lane,Under Votes,0766 766,39,State House,D,7
Lane,Under Votes,4301,139,State House,D,7
Lane,Under Votes,4302,146,State House,D,7
Lane,Under Votes,4800,111,State House,D,7
Lane,Paul R Holvey,0708 708,299,State House,D,8
Lane,Paul R Holvey,0710 710,174,State House,D,8
Lane,Paul R Holvey,0714 714,250,State House,D,8
Lane,Paul R Holvey,0716 716,231,State House,D,8
Lane,Paul R Holvey,0718 718,208,State House,D,8
Lane,Paul R Holvey,0720 720,286,State House,D,8
Lane,Paul R Holvey,0722 722,60,State House,D,8
Lane,Paul R Holvey,0724 724,39,State House,D,8
Lane,Paul R Holvey,1125,535,State House,D,8
Lane,Paul R Holvey,1127,710,State House,D,8
Lane,Paul R Holvey,1129,651,State House,D,8
Lane,Paul R Holvey,1231,747,State House,D,8
Lane,Paul R Holvey,1235,831,State House,D,8
Lane,Paul R Holvey,1237,714,State House,D,8
Lane,Paul R Holvey,1349,36,State House,D,8
Lane,Paul R Holvey,1895,103,State House,D,8
Lane,Paul R Holvey,1897,501,State House,D,8
Lane,Paul R Holvey,4400,0,State House,D,8
Lane,Paul R Holvey,4900,217,State House,D,8
Lane,Misc.,0708 708,1,State House,D,8
Lane,Misc.,0710 710,3,State House,D,8
Lane,Misc.,0714 714,3,State House,D,8
Lane,Misc.,0716 716,2,State House,D,8
Lane,Misc.,0718 718,2,State House,D,8
Lane,Misc.,0720 720,2,State House,D,8
Lane,Misc.,0722 722,0,State House,D,8
Lane,Misc.,0724 724,0,State House,D,8
Lane,Misc.,1125,3,State House,D,8
Lane,Misc.,1127,3,State House,D,8
Lane,Misc.,1129,3,State House,D,8
Lane,Misc.,1231,4,State House,D,8
Lane,Misc.,1235,5,State House,D,8
Lane,Misc.,1237,3,State House,D,8
Lane,Misc.,1349,0,State House,D,8
Lane,Misc.,1895,0,State House,D,8
Lane,Misc.,1897,6,State House,D,8
Lane,Misc.,4400,0,State House,D,8
Lane,Misc.,4900,2,State House,D,8
Lane,Over Votes,0708 708,0,State House,D,8
Lane,Over Votes,0710 710,0,State House,D,8
Lane,Over Votes,0714 714,0,State House,D,8
Lane,Over Votes,0716 716,0,State House,D,8
Lane,Over Votes,0718 718,0,State House,D,8
Lane,Over Votes,0720 720,0,State House,D,8
Lane,Over Votes,0722 722,0,State House,D,8
Lane,Over Votes,0724 724,0,State House,D,8
Lane,Over Votes,1125,0,State House,D,8
Lane,Over Votes,1127,0,State House,D,8
Lane,Over Votes,1129,0,State House,D,8
Lane,Over Votes,1231,0,State House,D,8
Lane,Over Votes,1235,0,State House,D,8
Lane,Over Votes,1237,0,State House,D,8
Lane,Over Votes,1349,0,State House,D,8
Lane,Over Votes,1895,0,State House,D,8
Lane,Over Votes,1897,0,State House,D,8
Lane,Over Votes,4400,0,State House,D,8
Lane,Over Votes,4900,0,State House,D,8
Lane,Under Votes,0708 708,221,State House,D,8
Lane,Under Votes,0710 710,83,State House,D,8
Lane,Under Votes,0714 714,165,State House,D,8
Lane,Under Votes,0716 716,122,State House,D,8
Lane,Under Votes,0718 718,104,State House,D,8
Lane,Under Votes,0720 720,153,State House,D,8
Lane,Under Votes,0722 722,36,State House,D,8
Lane,Under Votes,0724 724,36,State House,D,8
Lane,Under Votes,1125,334,State House,D,8
Lane,Under Votes,1127,373,State House,D,8
Lane,Under Votes,1129,431,State House,D,8
Lane,Under Votes,1231,350,State House,D,8
Lane,Under Votes,1235,539,State House,D,8
Lane,Under Votes,1237,351,State House,D,8
Lane,Under Votes,1349,21,State House,D,8
Lane,Under Votes,1895,53,State House,D,8
Lane,Under Votes,1897,224,State House,D,8
Lane,Under Votes,4400,0,State House,D,8
Lane,Under Votes,4900,88,State House,D,8
Lane,Caddy McKeown,0702 702,498,State House,D,9
Lane,Caddy McKeown,0704 704,104,State House,D,9
Lane,Caddy McKeown,0706 706,108,State House,D,9
Lane,Caddy McKeown,4500,146,State House,D,9
Lane,Caddy McKeown,4601,333,State House,D,9
Lane,Caddy McKeown,4602,362,State House,D,9
Lane,Misc.,0702 702,2,State House,D,9
Lane,Misc.,0704 704,0,State House,D,9
