county,candidate,votes,office,party,district
Total,Misc.,71,State House of Representatives,R,26
Multnomah,Sandra Nelson,106,State House of Representatives,R,27
Washington,Sandra Nelson,2809,State House of Representatives,R,27
Total,Sandra Nelson,2915,State House of Representatives,R,27
Multnomah,Misc.,2,State House of Representatives,R,27
Washington,Misc.,78,State House of Representatives,R,27
Total,Misc.,80,State House of Representatives,R,27
Washington,Daniel R Martin,2864,State House of Representatives,R,28
Washington,Misc.,67,State House of Representatives,R,28
Washington,Dale Fishback,3220,State House of Representatives,R,29
Washington,David M Dowler,868,State House of Representatives,R,29
Washington,Misc.,44,State House of Representatives,R,29
Josephine,Lily Morgan,4498,State House of Representatives,R,3
Josephine,Zacharie D Maynard,3612,State House of Representatives,R,3
Josephine,Max Whittington,1356,State House of Representatives,R,3
Josephine,Misc.,1000,State House of Representatives,R,3
Washington,Darrell D Gulstrom,3357,State House of Representatives,R,30
Washington,Misc.,58,State House of Representatives,R,30
Columbia,Brian G Stout,4875,State House of Representatives,R,31
Multnomah,Brian G Stout,322,State House of Representatives,R,31
Washington,Brian G Stout,859,State House of Representatives,R,31
Total,Brian G Stout,6056,State House of Representatives,R,31
Columbia,William H Spencer,734,State House of Representatives,R,31
Multnomah,William H Spencer,41,State House of Representatives,R,31
Washington,William H Spencer,104,State House of Representatives,R,31
Total,William H Spencer,879,State House of Representatives,R,31
Columbia,Misc.,51,State House of Representatives,R,31
Multnomah,Misc.,5,State House of Representatives,R,31
Washington,Misc.,5,State House of Representatives,R,31
Total,Misc.,61,State House of Representatives,R,31
Clatsop,Suzanne Weber,2968,State House of Representatives,R,32
Tillamook,Suzanne Weber,1877,State House of Representatives,R,32
Washington,Suzanne Weber,1134,State House of Representatives,R,32
Yamhill,Suzanne Weber,1,State House of Representatives,R,32
Total,Suzanne Weber,5980,State House of Representatives,R,32
Clatsop,Vineeta Lower,979,State House of Representatives,R,32
Tillamook,Vineeta Lower,269,State House of Representatives,R,32
Washington,Vineeta Lower,218,State House of Representatives,R,32
Yamhill,Vineeta Lower,0,State House of Representatives,R,32
Total,Vineeta Lower,1466,State House of Representatives,R,32
Clatsop,Misc.,18,State House of Representatives,R,32
Tillamook,Misc.,7,State House of Representatives,R,32
Washington,Misc.,11,State House of Representatives,R,32
Yamhill,Misc.,0,State House of Representatives,R,32
Total,Misc.,36,State House of Representatives,R,32
Multnomah,Dick Courter,455,State House of Representatives,R,33
Washington,Dick Courter,2521,State House of Representatives,R,33
Total,Dick Courter,2976,State House of Representatives,R,33
Multnomah,Misc.,11,State House of Representatives,R,33
Washington,Misc.,50,State House of Representatives,R,33
Total,Misc.,61,State House of Representatives,R,33
Washington,Ken(WI) Helm,30,State House of Representatives,R,34
Washington,Misc.,222,State House of Representatives,R,34
Clackamas,Bob Niemeyer,47,State House of Representatives,R,35
Multnomah,Bob Niemeyer,341,State House of Representatives,R,35
Washington,Bob Niemeyer,3549,State House of Representatives,R,35
Total,Bob Niemeyer,3937,State House of Representatives,R,35
Clackamas,Misc.,3,State House of Representatives,R,35
Multnomah,Misc.,6,State House of Representatives,R,35
Washington,Misc.,60,State House of Representatives,R,35
Total,Misc.,69,State House of Representatives,R,35
Multnomah,James A Ball,1431,State House of Representatives,R,36
Multnomah,Misc.,37,State House of Representatives,R,36
Clackamas,Kelly Sloop,3224,State House of Representatives,R,37
Washington,Kelly Sloop,1496,State House of Representatives,R,37
Total,Kelly Sloop,4720,State House of Representatives,R,37
Clackamas,Ron Garcia,1148,State House of Representatives,R,37
Washington,Ron Garcia,788,State House of Representatives,R,37
Total,Ron Garcia,1936,State House of Representatives,R,37
Clackamas,Misc.,24,State House of Representatives,R,37
Washington,Misc.,20,State House of Representatives,R,37
Total,Misc.,44,State House of Representatives,R,37
Clackamas,Patrick Castles,2351,State House of Representatives,R,38
Multnomah,Patrick Castles,978,State House of Representatives,R,38
Washington,Patrick Castles,0,State House of Representatives,R,38
Total,Patrick Castles,3329,State House of Representatives,R,38
Clackamas,Misc.,21,State House of Representatives,R,38
Multnomah,Misc.,23,State House of Representatives,R,38
Washington,Misc.,0,State House of Representatives,R,38
Total,Misc.,44,State House of Representatives,R,38
Clackamas,Christine Drazan,7552,State House of Representatives,R,39
Marion,Christine Drazan,8,State House of Representatives,R,39
Total,Christine Drazan,7560,State House of Representatives,R,39
Clackamas,Misc.,55,State House of Representatives,R,39
Marion,Misc.,0,State House of Representatives,R,39
Total,Misc.,55,State House of Representatives,R,39
Jackson,Duane A Stark,7288,State House of Representatives,R,4
Josephine,Duane A Stark,1563,State House of Representatives,R,4
Total,Duane A Stark,8851,State House of Representatives,R,4
Jackson,Misc.,37,State House of Representatives,R,4
Josephine,Misc.,27,State House of Representatives,R,4
Total,Misc.,64,State House of Representatives,R,4
Clackamas,Daniel Tooze Sr,2191,State House of Representatives,R,40
Clackamas,Josh Howard,3201,State House of Representatives,R,40
Clackamas,Misc.,60,State House of Representatives,R,40
Clackamas,Michael Newgard,1973,State House of Representatives,R,41
Multnomah,Michael Newgard,550,State House of Representatives,R,41
Total,Michael Newgard,2523,State House of Representatives,R,41
Clackamas,Misc.,32,State House of Representatives,R,41
Multnomah,Misc.,12,State House of Representatives,R,41
Total,Misc.,44,State House of Representatives,R,41
Multnomah,Rob(WI) Nosse,18,State House of Representatives,R,42
Multnomah,Misc.,60,State House of Representatives,R,42
Multnomah,Tawna(WI) Sanchez,14,State House of Representatives,R,43
Multnomah,Misc.,45,State House of Representatives,R,43
Multnomah,Margo Logan,872,State House of Representatives,R,44
Multnomah,Misc.,37,State House of Representatives,R,44
Multnomah,Barbara(WI) Smith Warner,17,State House of Representatives,R,45
Multnomah,Misc.,89,State House of Representatives,R,45
Multnomah,Khanh(WI) Pham,11,State House of Representatives,R,46
Multnomah,Misc.,79,State House of Representatives,R,46
Multnomah,Ryan Gardner,1951,State House of Representatives,R,47
Multnomah,Misc.,33,State House of Representatives,R,47
Clackamas,Jeff(WI) Reardon,14,State House of Representatives,R,48
Multnomah,Jeff(WI) Reardon,9,State House of Representatives,R,48
Total,Jeff(WI) Reardon,23,State House of Representatives,R,48
Clackamas,Misc.,140,State House of Representatives,R,48
Multnomah,Misc.,84,State House of Representatives,R,48
Total,Misc.,224,State House of Representatives,R,48
Multnomah,Joe Demers,2675,State House of Representatives,R,49
Multnomah,Misc.,54,State House of Representatives,R,49
Jackson,Sandra A Abercrombie,4472,State House of Representatives,R,5
Klamath,Sandra A Abercrombie,0,State House of Representatives,R,5
Total,Sandra A Abercrombie,4472,State House of Representatives,R,5
Jackson,Misc.,60,State House of Representatives,R,5
Klamath,Misc.,0,State House of Representatives,R,5
Total,Misc.,60,State House of Representatives,R,5
Multnomah,Amelia Salvador,3059,State House of Representatives,R,50
Multnomah,Misc.,44,State House of Representatives,R,50
Clackamas,Jane J Hays,2468,State House of Representatives,R,51
Multnomah,Jane J Hays,1341,State House of Representatives,R,51
Total,Jane J Hays,3809,State House of Representatives,R,51
Clackamas,Misc.,43,State House of Representatives,R,51
Multnomah,Misc.,17,State House of Representatives,R,51
Total,Misc.,60,State House of Representatives,R,51
Clackamas,Jeff Helfrich,2640,State House of Representatives,R,52
Hood River,Jeff Helfrich,1641,State House of Representatives,R,52
Multnomah,Jeff Helfrich,1150,State House of Representatives,R,52
Total,Jeff Helfrich,5431,State House of Representatives,R,52
Clackamas,Misc.,21,State House of Representatives,R,52
Hood River,Misc.,21,State House of Representatives,R,52
Multnomah,Misc.,9,State House of Representatives,R,52
Total,Misc.,51,State House of Representatives,R,52
Deschutes,Jack Zika,9177,State House of Representatives,R,53
Deschutes,Misc.,81,State House of Representatives,R,53
Deschutes,Cheri Helt,5605,State House of Representatives,R,54
Deschutes,Misc.,102,State House of Representatives,R,54
Crook,Vikki Breese-Iverson,4250,State House of Representatives,R,55
Deschutes,Vikki Breese-Iverson,1966,State House of Representatives,R,55
Jackson,Vikki Breese-Iverson,2804,State House of Representatives,R,55
Klamath,Vikki Breese-Iverson,1218,State House of Representatives,R,55
Lake,Vikki Breese-Iverson,457,State House of Representatives,R,55
Total,Vikki Breese-Iverson,10695,State House of Representatives,R,55
Crook,Misc.,26,State House of Representatives,R,55
Deschutes,Misc.,10,State House of Representatives,R,55
Jackson,Misc.,11,State House of Representatives,R,55
Klamath,Misc.,6,State House of Representatives,R,55
Lake,Misc.,2,State House of Representatives,R,55
Total,Misc.,55,State House of Representatives,R,55
Klamath,E Werner Reschke,8239,State House of Representatives,R,56
Lake,E Werner Reschke,787,State House of Representatives,R,56
Total,E Werner Reschke,9026,State House of Representatives,R,56
Klamath,Misc.,101,State House of Representatives,R,56
Lake,Misc.,10,State House of Representatives,R,56
Total,Misc.,111,State House of Representatives,R,56
Gilliam,Greg Smith,367,State House of Representatives,R,57
Morrow,Greg Smith,1438,State House of Representatives,R,57
Sherman,Greg Smith,401,State House of Representatives,R,57
Umatilla,Greg Smith,3551,State House of Representatives,R,57
Wasco,Greg Smith,373,State House of Representatives,R,57
Total,Greg Smith,6130,State House of Representatives,R,57
Gilliam,Misc.,1,State House of Representatives,R,57
Morrow,Misc.,14,State House of Representatives,R,57
Sherman,Misc.,2,State House of Representatives,R,57
Umatilla,Misc.,23,State House of Representatives,R,57
Wasco,Misc.,2,State House of Representatives,R,57
Total,Misc.,42,State House of Representatives,R,57
Umatilla,Bobby Levy,3567,State House of Representatives,R,58
Union,Bobby Levy,4385,State House of Representatives,R,58
Wallowa,Bobby Levy,1680,State House of Representatives,R,58
Total,Bobby Levy,9632,State House of Representatives,R,58
Umatilla,Misc.,31,State House of Representatives,R,58
Union,Misc.,29,State House of Representatives,R,58
Wallowa,Misc.,6,State House of Representatives,R,58
Total,Misc.,66,State House of Representatives,R,58
Clackamas,Daniel G Bonham,0,State House of Representatives,R,59
Deschutes,Daniel G Bonham,3306,State House of Representatives,R,59
Jefferson,Daniel G Bonham,2441,State House of Representatives,R,59
Marion,Daniel G Bonham,0,State House of Representatives,R,59
Wasco,Daniel G Bonham,2154,State House of Representatives,R,59
Wheeler,Daniel G Bonham,305,State House of Representatives,R,59
Total,Daniel G Bonham,8206,State House of Representatives,R,59
Clackamas,Misc.,0,State House of Representatives,R,59
Deschutes,Misc.,7,State House of Representatives,R,59
Jefferson,Misc.,12,State House of Representatives,R,59
Marion,Misc.,0,State House of Representatives,R,59
Wasco,Misc.,17,State House of Representatives,R,59
Wheeler,Misc.,2,State House of Representatives,R,59
Total,Misc.,38,State House of Representatives,R,59
Jackson,Kim Wallan,6256,State House of Representatives,R,6
Jackson,Misc.,55,State House of Representatives,R,6
Baker,Mark Owens,2824,State House of Representatives,R,60
Grant,Mark Owens,1438,State House of Representatives,R,60
Harney,Mark Owens,1820,State House of Representatives,R,60
Lake,Mark Owens,139,State House of Representatives,R,60
Malheur,Mark Owens,3225,State House of Representatives,R,60
Total,Mark Owens,9446,State House of Representatives,R,60
Baker,Misc.,17,State House of Representatives,R,60
Grant,Misc.,5,State House of Representatives,R,60
Harney,Misc.,27,State House of Representatives,R,60
Lake,Misc.,0,State House of Representatives,R,60
Malheur,Misc.,14,State House of Representatives,R,60
Total,Misc.,63,State House of Representatives,R,60
Douglas,Cedric Hayden,4568,State House of Representatives,R,7
Lane,Cedric Hayden,3146,State House of Representatives,R,7
Total,Cedric Hayden,7714,State House of Representatives,R,7
Douglas,Misc.,29,State House of Representatives,R,7
Lane,Misc.,46,State House of Representatives,R,7
Total,Misc.,75,State House of Representatives,R,7
Lane,Timothy W Aldal,3133,State House of Representatives,R,8
Lane,Misc.,66,State House of Representatives,R,8
Coos,Boomer Wright,3731,State House of Representatives,R,9
Douglas,Boomer Wright,736,State House of Representatives,R,9
Lane,Boomer Wright,2596,State House of Representatives,R,9
Lincoln,Boomer Wright,56,State House of Representatives,R,9
Total,Boomer Wright,7119,State House of Representatives,R,9
Coos,Misc.,48,State House of Representatives,R,9
Douglas,Misc.,3,State House of Representatives,R,9
Lane,Misc.,21,State House of Representatives,R,9
Lincoln,Misc.,1,State House of Representatives,R,9
Total,Misc.,73,State House of Representatives,R,9
Coos,Dallas Heard,3024,State Senate,R,1
Curry,Dallas Heard,2863,State Senate,R,1
Douglas,Dallas Heard,10160,State Senate,R,1
Jackson,Dallas Heard,210,State Senate,R,1
Josephine,Dallas Heard,1344,State Senate,R,1
Total,Dallas Heard,17601,State Senate,R,1
Coos,Misc.,31,State Senate,R,1
Curry,Misc.,32,State Senate,R,1
Douglas,Misc.,101,State Senate,R,1
Jackson,Misc.,1,State Senate,R,1
Josephine,Misc.,12,State Senate,R,1
Total,Misc.,177,State Senate,R,1
Marion,Denyc Boles,9070,State Senate,R,10
Polk,Denyc Boles,4087,State Senate,R,10
Total,Denyc Boles,13157,State Senate,R,10
Marion,Misc.,109,State Senate,R,10
Polk,Misc.,51,State Senate,R,10
Total,Misc.,160,State Senate,R,10
Benton,Brian J Boquist,1392,State Senate,R,12
Marion,Brian J Boquist,1174,State Senate,R,12
Polk,Brian J Boquist,4641,State Senate,R,12
Washington,Brian J Boquist,1131,State Senate,R,12
Yamhill,Brian J Boquist,6994,State Senate,R,12
Total,Brian J Boquist,15332,State Senate,R,12
Benton,Misc.,13,State Senate,R,12
Marion,Misc.,14,State Senate,R,12
Polk,Misc.,48,State Senate,R,12
Washington,Misc.,7,State Senate,R,12
Yamhill,Misc.,88,State Senate,R,12
Total,Misc.,170,State Senate,R,12
Multnomah,Harmony K Mulkey,109,State Senate,R,14
Washington,Harmony K Mulkey,6191,State Senate,R,14
Total,Harmony K Mulkey,6300,State Senate,R,14
Multnomah,Misc.,3,State Senate,R,14
Washington,Misc.,128,State Senate,R,14
Total,Misc.,131,State Senate,R,14
Clackamas,Misc.,11,State Senate,R,18
Multnomah,Misc.,173,State Senate,R,18
Washington,Misc.,300,State Senate,R,18
Total,Misc.,484,State Senate,R,18
Jackson,Art Robinson,4463,State Senate,R,2
Josephine,Art Robinson,7675,State Senate,R,2
Total,Art Robinson,12138,State Senate,R,2
Jackson,Jolee Wallace,5085,State Senate,R,2
Josephine,Jolee Wallace,4613,State Senate,R,2
Total,Jolee Wallace,9698,State Senate,R,2
Jackson,Jordan Lawson,197,State Senate,R,2
Josephine,Jordan Lawson,286,State Senate,R,2
Total,Jordan Lawson,483,State Senate,R,2
Jackson,Misc.,29,State Senate,R,2
Josephine,Misc.,68,State Senate,R,2
Total,Misc.,97,State Senate,R,2
Clackamas,Kathleen(WI) Taylor,23,State Senate,R,21
Multnomah,Kathleen(WI) Taylor,34,State Senate,R,21
Total,Kathleen(WI) Taylor,57,State Senate,R,21
Clackamas,Misc.,177,State Senate,R,21
Multnomah,Misc.,99,State Senate,R,21
Total,Misc.,276,State Senate,R,21
Multnomah,Lew(WI) Frederick,39,State Senate,R,22
Multnomah,Misc.,151,State Senate,R,22
Multnomah,Michael(WI) Dembrow,27,State Senate,R,23
Multnomah,Misc.,20,State Senate,R,23
Multnomah,Justin Hwang,6139,State Senate,R,25
Multnomah,Misc.,96,State Senate,R,25
Deschutes,Tim Knopp,15483,State Senate,R,27
Deschutes,Misc.,161,State Senate,R,27
Crook,Dennis Linthicum,3979,State Senate,R,28
Deschutes,Dennis Linthicum,1964,State Senate,R,28
Jackson,Dennis Linthicum,2968,State Senate,R,28
Klamath,Dennis Linthicum,9660,State Senate,R,28
Lake,Dennis Linthicum,1279,State Senate,R,28
Total,Dennis Linthicum,19850,State Senate,R,28
Crook,Misc.,21,State Senate,R,28
Deschutes,Misc.,6,State Senate,R,28
Jackson,Misc.,33,State Senate,R,28
Klamath,Misc.,108,State Senate,R,28
Lake,Misc.,8,State Senate,R,28
Total,Misc.,176,State Senate,R,28
Gilliam,Bill Hansell,348,State Senate,R,29
Morrow,Bill Hansell,1393,State Senate,R,29
Sherman,Bill Hansell,404,State Senate,R,29
Umatilla,Bill Hansell,7248,State Senate,R,29
Union,Bill Hansell,4493,State Senate,R,29
Wallowa,Bill Hansell,1670,State Senate,R,29
Wasco,Bill Hansell,355,State Senate,R,29
Total,Bill Hansell,15911,State Senate,R,29
Gilliam,Garison Lee Alger,30,State Senate,R,29
Morrow,Garison Lee Alger,105,State Senate,R,29
Sherman,Garison Lee Alger,19,State Senate,R,29
Umatilla,Garison Lee Alger,742,State Senate,R,29
Union,Garison Lee Alger,352,State Senate,R,29
Wallowa,Garison Lee Alger,107,State Senate,R,29
Wasco,Garison Lee Alger,26,State Senate,R,29
Total,Garison Lee Alger,1381,State Senate,R,29
Gilliam,Misc.,0,State Senate,R,29
Morrow,Misc.,3,State Senate,R,29
Sherman,Misc.,0,State Senate,R,29
Umatilla,Misc.,11,State Senate,R,29
Union,Misc.,14,State Senate,R,29
Wallowa,Misc.,1,State Senate,R,29
Wasco,Misc.,1,State Senate,R,29
Total,Misc.,30,State Senate,R,29
Baker,Lynn P Findley,2840,State Senate,R,30
Clackamas,Lynn P Findley,0,State Senate,R,30
Deschutes,Lynn P Findley,3262,State Senate,R,30
Grant,Lynn P Findley,1415,State Senate,R,30
Harney,Lynn P Findley,1591,State Senate,R,30
Jefferson,Lynn P Findley,2364,State Senate,R,30
Lake,Lynn P Findley,138,State Senate,R,30
Malheur,Lynn P Findley,3460,State Senate,R,30
Marion,Lynn P Findley,0,State Senate,R,30
Wasco,Lynn P Findley,1888,State Senate,R,30
Wheeler,Lynn P Findley,286,State Senate,R,30
Total,Lynn P Findley,17244,State Senate,R,30
Baker,Misc.,28,State Senate,R,30
Clackamas,Misc.,0,State Senate,R,30
Deschutes,Misc.,16,State Senate,R,30
Grant,Misc.,13,State Senate,R,30
Harney,Misc.,11,State Senate,R,30
Jefferson,Misc.,23,State Senate,R,30
Lake,Misc.,0,State Senate,R,30
Malheur,Misc.,24,State Senate,R,30
Marion,Misc.,0,State Senate,R,30
Wasco,Misc.,25,State Senate,R,30
Wheeler,Misc.,2,State Senate,R,30
Total,Misc.,142,State Senate,R,30
Coos,Dick Anderson,3501,State Senate,R,5
Douglas,Dick Anderson,646,State Senate,R,5
Lane,Dick Anderson,2192,State Senate,R,5
Lincoln,Dick Anderson,4165,State Senate,R,5
Polk,Dick Anderson,238,State Senate,R,5
Tillamook,Dick Anderson,961,State Senate,R,5
Yamhill,Dick Anderson,603,State Senate,R,5
Total,Dick Anderson,12306,State Senate,R,5
Coos,Misc.,65,State Senate,R,5
Douglas,Misc.,12,State Senate,R,5
Lane,Misc.,22,State Senate,R,5
Lincoln,Misc.,77,State Senate,R,5
Polk,Misc.,4,State Senate,R,5
Tillamook,Misc.,10,State Senate,R,5
Yamhill,Misc.,18,State Senate,R,5
Total,Misc.,208,State Senate,R,5
Clackamas,Fred Frank Girod,3127,State Senate,R,9
Linn,Fred Frank Girod,6639,State Senate,R,9
Marion,Fred Frank Girod,6949,State Senate,R,9
Total,Fred Frank Girod,16715,State Senate,R,9
Clackamas,Misc.,26,State Senate,R,9
Linn,Misc.,48,State Senate,R,9
Marion,Misc.,55,State Senate,R,9
Total,Misc.,129,State Senate,R,9
Baker,Jeff Gudman,2727,State Treasurer,R,
Benton,Jeff Gudman,5424,State Treasurer,R,
Clackamas,Jeff Gudman,33071,State Treasurer,R,
Clatsop,Jeff Gudman,3254,State Treasurer,R,
Columbia,Jeff Gudman,4937,State Treasurer,R,
Coos,Jeff Gudman,6442,State Treasurer,R,
Crook,Jeff Gudman,3833,State Treasurer,R,
Curry,Jeff Gudman,2785,State Treasurer,R,
Deschutes,Jeff Gudman,19289,State Treasurer,R,
Douglas,Jeff Gudman,13582,State Treasurer,R,
Gilliam,Jeff Gudman,306,State Treasurer,R,
Grant,Jeff Gudman,1287,State Treasurer,R,
Harney,Jeff Gudman,1412,State Treasurer,R,
Hood River,Jeff Gudman,1445,State Treasurer,R,
Jackson,Jeff Gudman,20986,State Treasurer,R,
Jefferson,Jeff Gudman,2401,State Treasurer,R,
Josephine,Jeff Gudman,10424,State Treasurer,R,
Klamath,Jeff Gudman,9018,State Treasurer,R,
Lake,Jeff Gudman,1319,State Treasurer,R,
Lane,Jeff Gudman,22856,State Treasurer,R,
Lincoln,Jeff Gudman,4159,State Treasurer,R,
Linn,Jeff Gudman,13751,State Treasurer,R,
Malheur,Jeff Gudman,2966,State Treasurer,R,
Marion,Jeff Gudman,26325,State Treasurer,R,
Morrow,Jeff Gudman,1220,State Treasurer,R,
Multnomah,Jeff Gudman,22048,State Treasurer,R,
Polk,Jeff Gudman,8622,State Treasurer,R,
Sherman,Jeff Gudman,344,State Treasurer,R,
Tillamook,Jeff Gudman,2661,State Treasurer,R,
Umatilla,Jeff Gudman,6231,State Treasurer,R,
Union,Jeff Gudman,4080,State Treasurer,R,
Wallowa,Jeff Gudman,1494,State Treasurer,R,
Wasco,Jeff Gudman,2208,State Treasurer,R,
Washington,Jeff Gudman,32801,State Treasurer,R,
Wheeler,Jeff Gudman,284,State Treasurer,R,
Yamhill,Jeff Gudman,9597,State Treasurer,R,
Total,Jeff Gudman,305589,State Treasurer,R,
Baker,Misc.,16,State Treasurer,R,
Benton,Misc.,54,State Treasurer,R,
Clackamas,Misc.,318,State Treasurer,R,
Clatsop,Misc.,36,State Treasurer,R,
Columbia,Misc.,60,State Treasurer,R,
Coos,Misc.,71,State Treasurer,R,
Crook,Misc.,31,State Treasurer,R,
Curry,Misc.,26,State Treasurer,R,
Deschutes,Misc.,152,State Treasurer,R,
Douglas,Misc.,104,State Treasurer,R,
Gilliam,Misc.,2,State Treasurer,R,
Grant,Misc.,10,State Treasurer,R,
Harney,Misc.,13,State Treasurer,R,
Hood River,Misc.,11,State Treasurer,R,
Jackson,Misc.,146,State Treasurer,R,
Jefferson,Misc.,17,State Treasurer,R,
Josephine,Misc.,133,State Treasurer,R,
Klamath,Misc.,79,State Treasurer,R,
Lake,Misc.,7,State Treasurer,R,
Lane,Misc.,284,State Treasurer,R,
Lincoln,Misc.,37,State Treasurer,R,
Linn,Misc.,132,State Treasurer,R,
Malheur,Misc.,14,State Treasurer,R,
Marion,Misc.,311,State Treasurer,R,
Morrow,Misc.,6,State Treasurer,R,
Multnomah,Misc.,362,State Treasurer,R,
Polk,Misc.,79,State Treasurer,R,
Sherman,Misc.,1,State Treasurer,R,
Tillamook,Misc.,29,State Treasurer,R,
Umatilla,Misc.,43,State Treasurer,R,
Union,Misc.,31,State Treasurer,R,
Wallowa,Misc.,4,State Treasurer,R,
Wasco,Misc.,22,State Treasurer,R,
Washington,Misc.,477,State Treasurer,R,
Wheeler,Misc.,1,State Treasurer,R,
Yamhill,Misc.,104,State Treasurer,R,
Total,Misc.,3223,State Treasurer,R,
Baker,Kim Thatcher,2632,Secretary of State,R,
Benton,Kim Thatcher,5317,Secretary of State,R,
Clackamas,Kim Thatcher,35461,Secretary of State,R,
Clatsop,Kim Thatcher,3145,Secretary of State,R,
Columbia,Kim Thatcher,4775,Secretary of State,R,
Coos,Kim Thatcher,6218,Secretary of State,R,
Crook,Kim Thatcher,3744,Secretary of State,R,
Curry,Kim Thatcher,2750,Secretary of State,R,
Deschutes,Kim Thatcher,18910,Secretary of State,R,
Douglas,Kim Thatcher,13100,Secretary of State,R,
Gilliam,Kim Thatcher,283,Secretary of State,R,
Grant,Kim Thatcher,1227,Secretary of State,R,
Harney,Kim Thatcher,1309,Secretary of State,R,
Hood River,Kim Thatcher,1400,Secretary of State,R,
Jackson,Kim Thatcher,21919,Secretary of State,R,
Jefferson,Kim Thatcher,2284,Secretary of State,R,
Josephine,Kim Thatcher,10916,Secretary of State,R,
Klamath,Kim Thatcher,8620,Secretary of State,R,
Lake,Kim Thatcher,1272,Secretary of State,R,
Lane,Kim Thatcher,23667,Secretary of State,R,
Lincoln,Kim Thatcher,3873,Secretary of State,R,
Linn,Kim Thatcher,14241,Secretary of State,R,
Malheur,Kim Thatcher,2767,Secretary of State,R,
Marion,Kim Thatcher,27957,Secretary of State,R,
Morrow,Kim Thatcher,1154,Secretary of State,R,
Multnomah,Kim Thatcher,22694,Secretary of State,R,
Polk,Kim Thatcher,8857,Secretary of State,R,
Sherman,Kim Thatcher,354,Secretary of State,R,
Tillamook,Kim Thatcher,2544,Secretary of State,R,
Umatilla,Kim Thatcher,5976,Secretary of State,R,
Union,Kim Thatcher,4047,Secretary of State,R,
Wallowa,Kim Thatcher,1413,Secretary of State,R,
Wasco,Kim Thatcher,2177,Secretary of State,R,
Washington,Kim Thatcher,34267,Secretary of State,R,
Wheeler,Kim Thatcher,232,Secretary of State,R,
Yamhill,Kim Thatcher,10794,Secretary of State,R,
Total,Kim Thatcher,312296,Secretary of State,R,
Baker,Dave W Stauffer,467,Secretary of State,R,
Benton,Dave W Stauffer,751,Secretary of State,R,
Clackamas,Dave W Stauffer,4474,Secretary of State,R,
Clatsop,Dave W Stauffer,611,Secretary of State,R,
Columbia,Dave W Stauffer,997,Secretary of State,R,
Coos,Dave W Stauffer,1277,Secretary of State,R,
Crook,Dave W Stauffer,636,Secretary of State,R,
Curry,Dave W Stauffer,476,Secretary of State,R,
Deschutes,Dave W Stauffer,2981,Secretary of State,R,
Douglas,Dave W Stauffer,2682,Secretary of State,R,
Gilliam,Dave W Stauffer,63,Secretary of State,R,
Grant,Dave W Stauffer,275,Secretary of State,R,
Harney,Dave W Stauffer,295,Secretary of State,R,
Hood River,Dave W Stauffer,292,Secretary of State,R,
Jackson,Dave W Stauffer,3589,Secretary of State,R,
Jefferson,Dave W Stauffer,466,Secretary of State,R,
Josephine,Dave W Stauffer,1686,Secretary of State,R,
Klamath,Dave W Stauffer,1707,Secretary of State,R,
Lake,Dave W Stauffer,243,Secretary of State,R,
Lane,Dave W Stauffer,3977,Secretary of State,R,
Lincoln,Dave W Stauffer,735,Secretary of State,R,
Linn,Dave W Stauffer,1985,Secretary of State,R,
Malheur,Dave W Stauffer,571,Secretary of State,R,
Marion,Dave W Stauffer,3521,Secretary of State,R,
Morrow,Dave W Stauffer,241,Secretary of State,R,
Multnomah,Dave W Stauffer,3644,Secretary of State,R,
Polk,Dave W Stauffer,1097,Secretary of State,R,
Sherman,Dave W Stauffer,66,Secretary of State,R,
Tillamook,Dave W Stauffer,542,Secretary of State,R,
Umatilla,Dave W Stauffer,1181,Secretary of State,R,
Union,Dave W Stauffer,716,Secretary of State,R,
Wallowa,Dave W Stauffer,285,Secretary of State,R,
Wasco,Dave W Stauffer,532,Secretary of State,R,
Washington,Dave W Stauffer,4542,Secretary of State,R,
Wheeler,Dave W Stauffer,83,Secretary of State,R,
Yamhill,Dave W Stauffer,1153,Secretary of State,R,
Total,Dave W Stauffer,48839,Secretary of State,R,
Baker,Misc.,20,Secretary of State,R,
Benton,Misc.,58,Secretary of State,R,
Clackamas,Misc.,394,Secretary of State,R,
Clatsop,Misc.,41,Secretary of State,R,
Columbia,Misc.,55,Secretary of State,R,
Coos,Misc.,64,Secretary of State,R,
Crook,Misc.,28,Secretary of State,R,
Curry,Misc.,22,Secretary of State,R,
Deschutes,Misc.,170,Secretary of State,R,
Douglas,Misc.,97,Secretary of State,R,
Gilliam,Misc.,3,Secretary of State,R,
Grant,Misc.,13,Secretary of State,R,
Harney,Misc.,14,Secretary of State,R,
Hood River,Misc.,22,Secretary of State,R,
Jackson,Misc.,143,Secretary of State,R,
Jefferson,Misc.,19,Secretary of State,R,
Josephine,Misc.,110,Secretary of State,R,
Klamath,Misc.,76,Secretary of State,R,
Lake,Misc.,4,Secretary of State,R,
Lane,Misc.,292,Secretary of State,R,
Lincoln,Misc.,65,Secretary of State,R,
Linn,Misc.,102,Secretary of State,R,
Malheur,Misc.,14,Secretary of State,R,
Marion,Misc.,321,Secretary of State,R,
Morrow,Misc.,3,Secretary of State,R,
Multnomah,Misc.,471,Secretary of State,R,
Polk,Misc.,84,Secretary of State,R,
Sherman,Misc.,0,Secretary of State,R,
Tillamook,Misc.,27,Secretary of State,R,
