county,precinct,office,district,party,candidate,votes,percent
Benton,PRECINCT 19,State House,16,REP,Write-Ins,1,0.76%
Benton,PRECINCT 19,State House,16,REP,Total,100,
Benton,PRECINCT 19,State House,16,REP,Under-Votes,31,23.66%
Benton,PRECINCT 19,State House,16,REP,Over-Votes,0,0.00%
Benton,PRECINCT 19,State House,16,REP,Total Votes Cast,131,
Benton,PRECINCT 13,State House,23,DEM,PETER LEUNG,30,68.18%
Benton,PRECINCT 13,State House,23,DEM,Write-Ins,0,0.00%
Benton,PRECINCT 13,State House,23,DEM,Total,30,
Benton,PRECINCT 13,State House,23,DEM,Under-Votes,14,31.82%
Benton,PRECINCT 13,State House,23,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 13,State House,23,DEM,Total Votes Cast,44,
Benton,PRECINCT 14,State House,23,DEM,PETER LEUNG,61,65.59%
Benton,PRECINCT 14,State House,23,DEM,Write-Ins,1,1.08%
Benton,PRECINCT 14,State House,23,DEM,Total,62,
Benton,PRECINCT 14,State House,23,DEM,Under-Votes,31,33.33%
Benton,PRECINCT 14,State House,23,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 14,State House,23,DEM,Total Votes Cast,93,
Benton,PRECINCT 15,State House,23,DEM,PETER LEUNG,363,69.27%
Benton,PRECINCT 15,State House,23,DEM,Write-Ins,3,0.57%
Benton,PRECINCT 15,State House,23,DEM,Total,366,
Benton,PRECINCT 15,State House,23,DEM,Under-Votes,158,30.15%
Benton,PRECINCT 15,State House,23,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 15,State House,23,DEM,Total Votes Cast,524,
Benton,PRECINCT 19,State House,23,DEM,PETER LEUNG,162,64.03%
Benton,PRECINCT 19,State House,23,DEM,Write-Ins,4,1.58%
Benton,PRECINCT 19,State House,23,DEM,Total,166,
Benton,PRECINCT 19,State House,23,DEM,Under-Votes,87,34.39%
Benton,PRECINCT 19,State House,23,DEM,Over-Votes,0,0.00%
Benton,PRECINCT 19,State House,23,DEM,Total Votes Cast,253,
Benton,PRECINCT 20,State House,23,DEM,PETER LEUNG,155,61.51%
Benton,PRECINCT 20,State House,23,DEM,Write-Ins,2,0.79%
Benton,PRECINCT 20,State House,23,DEM,Total,157,
Benton,PRECINCT 20,State House,23,DEM,Under-Votes,94,37.30%
Benton,PRECINCT 20,State House,23,DEM,Over-Votes,1,0.40%
Benton,PRECINCT 20,State House,23,DEM,Total Votes Cast,252,
Benton,PRECINCT 13,State House,23,REP,LANE SHETTERLY,32,69.57%
Benton,PRECINCT 13,State House,23,REP,Write-Ins,0,0.00%
Benton,PRECINCT 13,State House,23,REP,Total,32,
Benton,PRECINCT 13,State House,23,REP,Under-Votes,14,30.43%
Benton,PRECINCT 13,State House,23,REP,Over-Votes,0,0.00%
Benton,PRECINCT 13,State House,23,REP,Total Votes Cast,46,
Benton,PRECINCT 14,State House,23,REP,LANE SHETTERLY,74,72.55%
Benton,PRECINCT 14,State House,23,REP,Write-Ins,0,0.00%
Benton,PRECINCT 14,State House,23,REP,Total,74,
Benton,PRECINCT 14,State House,23,REP,Under-Votes,28,27.45%
Benton,PRECINCT 14,State House,23,REP,Over-Votes,0,0.00%
Benton,PRECINCT 14,State House,23,REP,Total Votes Cast,102,
Benton,PRECINCT 15,State House,23,REP,LANE SHETTERLY,356,78.59%
Benton,PRECINCT 15,State House,23,REP,Write-Ins,0,0.00%
Benton,PRECINCT 15,State House,23,REP,Total,356,
Benton,PRECINCT 15,State House,23,REP,Under-Votes,97,21.41%
Benton,PRECINCT 15,State House,23,REP,Over-Votes,0,0.00%
Benton,PRECINCT 15,State House,23,REP,Total Votes Cast,453,
Benton,PRECINCT 19,State House,23,REP,LANE SHETTERLY,212,79.70%
Benton,PRECINCT 19,State House,23,REP,Write-Ins,0,0.00%
Benton,PRECINCT 19,State House,23,REP,Total,212,
Benton,PRECINCT 19,State House,23,REP,Under-Votes,54,20.30%
Benton,PRECINCT 19,State House,23,REP,Over-Votes,0,0.00%
Benton,PRECINCT 19,State House,23,REP,Total Votes Cast,266,
Benton,PRECINCT 20,State House,23,REP,LANE SHETTERLY,183,72.33%
Benton,PRECINCT 20,State House,23,REP,Write-Ins,3,1.19%
Benton,PRECINCT 20,State House,23,REP,Total,186,
Benton,PRECINCT 20,State House,23,REP,Under-Votes,67,26.48%
Benton,PRECINCT 20,State House,23,REP,Over-Votes,0,0.00%
Benton,PRECINCT 20,State House,23,REP,Total Votes Cast,253,
